service_type,service_subtype,district,month,source_system,sla_hours,out_of_hours,accessibility_need,duplicate_signal,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
highways,pothole_or_carriageway,Colchester,5,web_form,4,False,False,False,4,5,False,medium,web,traffic lights failed; officer should check supporting evidence,medium
adult_social_care,care_package_breakdown,Colchester,6,contact_centre,48,False,False,False,1,3,True,medium,phone,resident left without support; previous contact history needs review,high
highways,footway_defect,Tendring,7,web_form,336,False,False,False,7,0,False,high,web,resident in Tendring reports minor pothole report,low
housing,no_heating_or_hot_water,Chelmsford,4,web_form,240,False,False,False,15,1,False,medium,web,no heating or hot water case from web form,high
waste,recycling_centre_query,Chelmsford,2,case_portal,72,False,False,False,0,4,False,medium,web,recycling centre query case from case portal,low
adult_social_care,blue_badge_or_mobility,Braintree,1,case_portal,336,False,True,False,9,2,True,medium,in_person,care charge question; previous contact history needs review,high
adult_social_care,carer_support,Chelmsford,6,shared_mailbox,4,False,False,False,0,3,False,medium,email,resident left without support; officer should check supporting evidence,medium
benefits,evidence_request,Colchester,9,case_portal,336,False,False,False,1,0,False,medium,web,resident in Colchester reports request for update,low
highways,footway_defect,Chelmsford,1,web_form,120,False,False,False,10,2,False,medium,web,large pothole reported twice; previous contact history needs review,low
housing,homelessness_prevention,Tendring,7,contact_centre,240,False,True,False,6,2,True,high,phone,routine repair question; officer should check supporting evidence; linked case may exist,high
children_services,school_admission,Chelmsford,12,contact_centre,336,False,True,False,6,2,True,medium,phone,general family support question; previous contact history needs review; linked case may exist,high
highways,street_lighting,Brentwood,12,contact_centre,72,False,False,False,3,0,False,low,phone,large pothole reported twice; previous contact history needs review,low
highways,street_lighting,Epping Forest,1,shared_mailbox,240,False,False,True,0,2,False,medium,email,street lighting case from shared mailbox,low
council_tax,bill_query,Castle Point,11,contact_centre,4,False,False,False,12,4,False,medium,phone,bailiff letter received; officer should check supporting evidence,medium
waste,clinical_or_special_waste,Tendring,10,web_form,24,False,False,False,1,0,True,high,web,resident in Tendring reports garden waste subscription question,medium
highways,pothole_or_carriageway,Basildon,8,shared_mailbox,504,False,False,False,1,0,True,high,email,minor pothole report; previous contact history needs review,low
children_services,send_support,Castle Point,9,contact_centre,168,False,False,False,4,1,True,medium,phone,send support case from contact centre,medium
highways,pothole_or_carriageway,Tendring,10,web_form,48,False,False,True,3,6,False,high,web,pothole or carriageway case from web form,medium
highways,flooding_or_drainage,Castle Point,5,web_form,48,False,False,True,14,4,False,low,web,large pothole reported twice; previous contact history needs review,medium
waste,assisted_collection,Braintree,11,shared_mailbox,240,False,True,False,0,0,True,medium,email,recycling centre opening times; officer should check supporting evidence; resident asks for reasonable adjustment,low
children_services,early_help,Maldon,3,contact_centre,24,False,False,True,1,6,False,medium,phone,child missing education; officer should check supporting evidence,high
housing,routine_repair_update,Braintree,5,shared_mailbox,168,False,True,False,6,2,True,medium,email,repair appointment update; officer should check supporting evidence,medium
adult_social_care,carer_support,Maldon,2,shared_mailbox,48,False,False,False,4,4,True,medium,email,assessment overdue; officer should check supporting evidence,medium
council_tax,move_in_or_move_out,Basildon,8,shared_mailbox,8,False,False,False,0,2,False,high,email,bailiff letter received; previous contact history needs review; resident asks for reasonable adjustment,low
housing,no_heating_or_hot_water,Rochford,6,web_form,504,False,False,False,8,1,False,low,web,repair appointment update; previous contact history needs review,medium
council_tax,discount_or_exemption,Colchester,1,web_form,48,False,False,False,9,0,False,medium,web,resident in Colchester reports bill dispute repeated; linked case may exist,low
waste,missed_collection,Rochford,4,web_form,48,False,False,False,9,1,False,low,web,missed collection case from web form; linked case may exist,low
highways,street_lighting,Colchester,5,shared_mailbox,72,False,False,False,2,3,False,medium,email,resident in Colchester reports large pothole reported twice,low
adult_social_care,carer_support,Basildon,10,shared_mailbox,336,False,False,True,9,5,True,high,email,carer support case from shared mailbox,high
children_services,send_support,Colchester,5,contact_centre,48,False,False,False,5,1,False,low,phone,child missing education; officer should check supporting evidence,medium
housing,temporary_accommodation,Brentwood,5,shared_mailbox,72,False,False,False,6,4,False,low,email,temporary accommodation case from shared mailbox,medium
council_tax,bill_query,Epping Forest,11,case_portal,120,False,False,True,6,2,False,medium,in_person,resident in Epping Forest reports single person discount update,low
waste,fly_tipping,Epping Forest,3,shared_mailbox,240,False,False,True,4,3,False,medium,email,garden waste subscription question; previous contact history needs review,low
benefits,discretionary_payment,Rochford,9,contact_centre,48,False,False,False,3,4,False,low,phone,discretionary payment case from contact centre,low
children_services,family_support,Colchester,3,web_form,48,False,True,False,6,6,True,medium,web,safeguarding concern for child; previous contact history needs review,high
waste,clinical_or_special_waste,Colchester,10,case_portal,24,False,False,False,5,2,False,medium,web,container request; previous contact history needs review,medium
highways,pothole_or_carriageway,Castle Point,4,case_portal,48,False,False,False,1,2,False,medium,web,unsafe road defect near school; officer should check supporting evidence; linked case may exist,low
adult_social_care,safeguarding_adult,Colchester,9,contact_centre,24,False,False,False,3,0,False,medium,phone,information about support options; officer should check supporting evidence,medium
highways,traffic_signal_fault,Castle Point,9,web_form,24,False,False,False,8,1,False,medium,web,resident in Castle Point reports roadworks update; resident asks for reasonable adjustment,medium
children_services,send_support,Castle Point,10,case_portal,240,False,False,False,4,0,False,medium,web,general family support question; previous contact history needs review; resident asks for reasonable adjustment,low
children_services,school_admission,Tendring,7,shared_mailbox,72,False,False,False,3,2,False,high,email,family needs early help; previous contact history needs review; resident asks for reasonable adjustment; linked case may exist,medium
adult_social_care,care_package_breakdown,Basildon,4,web_form,48,False,True,True,14,3,True,high,web,safeguarding concern; previous contact history needs review,high
waste,clinical_or_special_waste,Brentwood,3,web_form,8,False,False,False,8,2,False,medium,web,container request; officer should check supporting evidence,medium
highways,pothole_or_carriageway,Tendring,12,shared_mailbox,336,False,False,False,6,0,False,high,email,minor pothole report; previous contact history needs review; resident asks for reasonable adjustment,low
waste,container_request,Basildon,10,contact_centre,24,True,False,False,6,0,False,high,phone,hazardous fly tipping; previous contact history needs review,medium
council_tax,discount_or_exemption,Chelmsford,1,teams_referral,336,False,False,False,6,2,False,medium,in_person,discount or exemption case from teams referral,low
council_tax,discount_or_exemption,Harlow,1,shared_mailbox,72,False,False,False,9,2,False,high,email,resident in Harlow reports discount evidence supplied; linked case may exist,low
benefits,cost_of_living_support,Epping Forest,1,contact_centre,24,True,False,False,6,5,True,medium,phone,resident in Epping Forest reports urgent cost of living support,high
housing,damp_mould_or_disrepair,Uttlesford,10,case_portal,48,False,False,False,9,3,False,medium,in_person,resident in Uttlesford reports mould recurring; resident asks for reasonable adjustment,medium
housing,neighbourhood_nuisance,Rochford,3,web_form,4,False,False,False,7,5,True,low,web,neighbourhood nuisance case from web form,high
children_services,school_admission,Colchester,7,shared_mailbox,120,False,False,False,3,2,False,medium,email,family needs early help; previous contact history needs review; resident asks for reasonable adjustment,low
highways,street_lighting,Harlow,2,contact_centre,336,False,False,False,5,2,False,high,phone,resident in Harlow reports request for inspection update; resident asks for reasonable adjustment,low
